 first line of of the log 
17,start,223525,0, , 
17,start,770685,26364, , 
17,start,379533,1210662, , 
17,start,252820,1315185, , 
17,start,70363.6,3694991, , 
17,start,176271,3706265, , 
17,start,166288,5565610, , 
17,start,130814,5582041, , 
17,start,42869.8,6965443, , 
17,start,197074,6974060, , 
17,start,344613,10018884, , 
17,start,509545,10028148, , 
17,start,73368.8,11848550, , 
17,start,241472,11886106, , 
17,start,33017.6,13261556, , 
17,start,819729,13276443, , 
17,start,119432,15715107, , 
17,start,56351.6,15740165, , 
17,start,258051,17704841, , 
17,start,504821,17709386, , 
17,start,141965,19840585, , 
17,start,503217,19906109, , 
17,start,353875,21910027, , 
17,start,135828,21955703, , 
17,start,236614,26828403, , 
17,start,432120,26853175, , 
17,start,310916,27994805, , 
17,start,232451,27997164, , 
17,start,282665,43192062, , 
17,start,264977,43259067, , 
17,start,190431,46890170, , 
17,start,424714,46933010, , 
17,start,87220,48351821, , 
17,start,159479,48381840, , 
17,start,41365.1,50695546, , 
17,start,94765.3,50705224, , 
17,start,169369,52320944, , 
17,start,107204,52341054, , 
17,start,154839,54388499, , 
17,start,87288.8,54433515, , 
17,start,314418,56574215, , 
17,start,699363,56645163, , 
17,start,519413,64263956, , 
17,start,197234,64273062, , 
17,start,143667,66525284, , 
17,start,140626,66531931, , 
17,start,268228,68769678, , 
17,start,531610,68777402, , 
17,start,388912,71387952, , 
17,start,130163,71422917, , 
17,start,319387,73509735, , 
17,start,628223,73546356, , 
17,start,113544,75519536, , 
17,start,261174,75566476, , 
17,start,134777,78188184, , 
17,start,187792,78222702, , 
17,start,42994.8,80954536, , 
17,start,370177,80961152, , 
17,start,172955,82969081, , 
17,start,160243,82982839, , 
17,start,307561,85372715, , 
17,start,495306,85406331, , 
17,start,450734,87005898, , 
17,start,266049,87015394, , 
17,start,235886,89461745, , 
17,start,58342.4,89466092, , 
17,start,253358,91585280, , 
17,start,90429.6,91611175, , 
17,start,241863,93341268, , 
17,start,93597.7,93373591, , 
17,start,501558,95350014, , 
17,start,77193.3,95358215, , 
17,start,329845,97412119, , 
17,start,291635,97444608, , 
17,start,69313.6,98629687, , 
17,start,271333,98656238, , 
17,start,352491,100614598, , 
17,start,479533,100671129, , 
17,start,109674,102429624, , 
17,start,45333.9,102466804, , 
17,start,90259.5,104805826, , 
17,start,18708.5,104825972, , 
17,start,126133,106620106, , 
17,start,99710.5,106702140, , 
17,start,627536,109047732, , 
17,start,187801,109052035, , 
17,start,66849.1,110471584, , 
17,start,241921,110505827, , 
17,start,212249,113323513, , 
17,start,83965,113359588, , 
17,start,42370.6,118075652, , 
17,start,189453,118112911, , 
17,start,252489,122395021, , 
17,start,278711,122468095, , 
17,start,96070.1,124810137, , 
17,start,25423,124863488, , 
17,start,171977,129009366, , 
17,start,63135.5,129029506, , 
17,start,30099,131225015, , 
17,start,362515,131239891, , 
17,start,161784,133038555, , 
17,start,356922,133040912, , 
17,start,218009,134247378, , 
17,start,402433,134302668, , 
17,start,62581.8,137635134, , 
17,start,172036,137642817, , 
17,start,119324,139772686, , 
17,start,476280,139804503, , 
17,start,447811,142382876, , 
17,start,64459.4,142424672, , 
17,start,72954,144979272, , 
17,start,196189,144994878, , 
17,start,181767,150060077, , 
