 first line of of the log 
15,start,158019,0, , 
15,start,418704,26527, , 
15,start,105990,39447, , 
15,start,221148,46252, , 
15,start,168589,69142, , 
15,start,389763,2586033, , 
15,start,510985,2604342, , 
15,start,242158,2615249, , 
15,start,137818,2619321, , 
15,start,119363,2622811, , 
15,start,223031,4156816, , 
15,start,566099,4170217, , 
15,start,18036.3,4181012, , 
15,start,6569.51,4181420, , 
15,start,56480.9,4181912, , 
15,start,193593,5520457, , 
15,start,425133,5525662, , 
15,start,644540,5537128, , 
15,start,336854,5548588, , 
15,start,246491,5560031, , 
15,start,215823,8971402, , 
15,start,138587,8986497, , 
15,start,193337,9014477, , 
15,start,72381.5,9028835, , 
15,start,85528.8,9035833, , 
15,start,202067,10854341, , 
15,start,472231,10924642, , 
15,start,503490,10934605, , 
15,start,44801.4,10936924, , 
15,start,259397,10938463, , 
15,start,64283.5,13916587, , 
15,start,81676.3,13962837, , 
15,start,177593,13973092, , 
15,start,197612,13973102, , 
15,start,260068,13980870, , 
15,start,70031,16326479, , 
15,start,428964,16366465, , 
15,start,50790,16375668, , 
15,start,219964,16396509, , 
15,start,201022,16396874, , 
15,start,131891,18765253, , 
15,start,21359.8,18780468, , 
15,start,78101.8,18796519, , 
15,start,5542.08,18796528, , 
15,start,414859,18798409, , 
15,start,320170,20524456, , 
15,start,115453,20538222, , 
15,start,464864,20555614, , 
15,start,122507,20565594, , 
15,start,60078.8,20565620, , 
15,start,481315,22714492, , 
15,start,98479.8,22737591, , 
15,start,49740.5,22743308, , 
15,start,167197,22760426, , 
15,start,73630.3,22761820, , 
15,start,85178,25208190, , 
15,start,126227,25213812, , 
15,start,123966,25225035, , 
15,start,386725,25227239, , 
15,start,139256,25234850, , 
15,start,151135,30260135, , 
15,start,370288,30272282, , 
15,start,82472.6,30272805, , 
15,start,103929,30277754, , 
15,start,197220,30303979, , 
15,start,516870,32245883, , 
15,start,558840,32256312, , 
15,start,246402,32258063, , 
15,start,197418,32268138, , 
15,start,140480,32268567, , 
15,start,477318,33962343, , 
15,start,250878,33968292, , 
15,start,228761,33976089, , 
15,start,143779,33995393, , 
15,start,422503,34011591, , 
15,start,91708.9,35374895, , 
15,start,283158,35399763, , 
15,start,169765,35428872, , 
15,start,123741,35431290, , 
15,start,99514.7,35431291, , 
15,start,135255,36738926, , 
15,start,472468,36793606, , 
15,start,143169,36802381, , 
15,start,164400,36827966, , 
15,start,230057,36833293, , 
15,start,294036,38558543, , 
15,start,62274.8,38584832, , 
15,start,194885,38610370, , 
15,start,677455,38632568, , 
15,start,81827.4,38635220, , 
15,start,170296,40143071, , 
15,start,420885,40176225, , 
15,start,95888,40190076, , 
15,start,307740,40196727, , 
15,start,28926.7,40197196, , 
15,start,27564.9,41479533, , 
15,start,107874,41489992, , 
15,start,489506,41504454, , 
15,start,79222.6,41507097, , 
15,start,639633,41513887, , 
15,start,177545,43118614, , 
15,start,77117.5,43142116, , 
15,start,23879.1,43147979, , 
15,start,49586.8,43162339, , 
15,start,142354,43162361, , 
15,start,434001,44423802, , 
15,start,133804,44479774, , 
15,start,437597,44528574, , 
15,start,276521,44534216, , 
15,start,415247,44546535, , 
15,start,52665.8,47196845, , 
15,start,383608,47214548, , 
15,start,277165,47219891, , 
15,start,36962.3,47219896, , 
15,start,271615,47243318, , 
15,start,612883,48687780, , 
15,start,90866,48741276, , 
15,start,294303,48759735, , 
15,start,35158.5,48761997, , 
15,start,8870.66,48766778, , 
15,start,123952,50120351, , 
15,start,140425,50174217, , 
15,start,133602,50210733, , 
15,start,261967,50222413, , 
15,start,69924.7,50228609, , 
15,start,130868,52314498, , 
15,start,17454.7,52319826, , 
15,start,115608,52337280, , 
15,start,40539.1,52343022, , 
15,start,601839,52351181, , 
15,start,309701,53914361, , 
15,start,27461.6,53985303, , 
15,start,344403,54012764, , 
15,start,145519,54020722, , 
15,start,111921,54021736, , 
15,start,282050,58536980, , 
15,start,232476,58611487, , 
15,start,208499,58656852, , 
15,start,475801,58661334, , 
15,start,137108,58663155, , 
15,start,175218,60581823, , 
15,start,145753,60619278, , 
15,start,359196,60627009, , 
15,start,168118,60635020, , 
15,start,40418.5,60645277, , 
15,start,217743,63399259, , 
15,start,308196,63413422, , 
15,start,439362,63432754, , 
15,start,72188.9,63452970, , 
15,start,146034,63471662, , 
15,start,82686.5,65826200, , 
15,start,50823,65833420, , 
15,start,33737.6,65835498, , 
15,start,87664.7,65842618, , 
