 first line of of the log 
4,start,196273,0, , 
4,start,152092,26527, , 
4,start,538207,39447, , 
4,start,592399,46252, , 
4,start,186743,69142, , 
4,start,256092,2586033, , 
4,start,14900.4,2604342, , 
4,start,189826,2615249, , 
4,start,578327,2619242, , 
4,start,229014,2622811, , 
4,start,260303,4156816, , 
4,start,202902,4170217, , 
4,start,196293,4181012, , 
4,start,142450,4181420, , 
4,start,62765.1,4181912, , 
4,start,224126,5520457, , 
4,start,22847.6,5525662, , 
4,start,512598,5537128, , 
4,start,151136,5548509, , 
4,start,503509,5560031, , 
4,start,15016.5,8971402, , 
4,start,113551,8986418, , 
4,start,59380.5,9014477, , 
4,start,188726,9028835, , 
4,start,281260,9035833, , 
4,start,131168,10854341, , 
4,start,259453,10924642, , 
4,start,171351,10934605, , 
4,start,319603,10936924, , 
4,start,241989,10938463, , 
4,start,144968,13916587, , 
4,start,522867,13962837, , 
4,start,208842,13973092, , 
4,start,237074,13973102, , 
4,start,110372,13980950, , 
4,start,286510,16326479, , 
4,start,232149,16366465, , 
4,start,80053.7,16375668, , 
4,start,94477.1,16396589, , 
4,start,29394.3,16396874, , 
4,start,499196,18765253, , 
4,start,31434,18780468, , 
4,start,20896.6,18796519, , 
4,start,321517,18796528, , 
4,start,558537,18798409, , 
4,start,69339.7,20524456, , 
4,start,31814.6,20538222, , 
4,start,40277.9,20555614, , 
4,start,48737,20565594, , 
4,start,32056.4,20565620, , 
4,start,23019.6,22714492, , 
4,start,139677,22737511, , 
4,start,455719,22743308, , 
4,start,521765,22760426, , 
4,start,118359,22761820, , 
4,start,59095.2,25208190, , 
4,start,94472,25213812, , 
4,start,649583,25225035, , 
4,start,175002,25227239, , 
4,start,59486.8,25234850, , 
4,start,12590.2,30260135, , 
4,start,123423,30272282, , 
4,start,38092.2,30272725, , 
4,start,255955,30277754, , 
4,start,105950,30303979, , 
4,start,347363,32245883, , 
4,start,374885,32256312, , 
4,start,87834.8,32258063, , 
4,start,251034,32268138, , 
4,start,203476,32268567, , 
4,start,263192,33962343, , 
4,start,384203,33968292, , 
4,start,176568,33976089, , 
4,start,45967.7,33995393, , 
4,start,86664.9,34011591, , 
4,start,124065,35374895, , 
4,start,214017,35399763, , 
4,start,74149,35428872, , 
4,start,86532.5,35431290, , 
4,start,196172,35431291, , 
4,start,458558,36738926, , 
4,start,302813,36793606, , 
4,start,353159,36802381, , 
4,start,82249,36827966, , 
4,start,287489,36833293, , 
4,start,100960,38558543, , 
4,start,260124,38584832, , 
4,start,265286,38610370, , 
4,start,105262,38632568, , 
4,start,108042,38635220, , 
4,start,53576.9,40143071, , 
4,start,457582,40176225, , 
4,start,101404,40190076, , 
4,start,55959.3,40196647, , 
4,start,47353.7,40197196, , 
4,start,86008.2,41479533, , 
4,start,235633,41489992, , 
4,start,265531,41504454, , 
4,start,137466,41507178, , 
4,start,152008,41513887, , 
4,start,243127,43118614, , 
4,start,688825,43142116, , 
4,start,84659.2,43147979, , 
4,start,358917,43162339, , 
4,start,270748,43162361, , 
4,start,55892.9,44423802, , 
4,start,274588,44479694, , 
4,start,122902,44528574, , 
4,start,183178,44534216, , 
4,start,71616.7,44546535, , 
4,start,203922,47196845, , 
4,start,60122.6,47214548, , 
4,start,339735,47219891, , 
4,start,534290,47219896, , 
4,start,380069,47243318, , 
4,start,184243,48687780, , 
4,start,156599,48741276, , 
4,start,661492,48759735, , 
