293966,675351
334490,729622
337853,733965
359890,740153
371339,741159
391408,742977
403768,743129
405399,768003
408437,774449
414322,778360
418204,781997
421384,782049
421518,783897
429752,784354
454714,788960
456787,799590
457609,802656
461640,802744
464367,804589
464658,813922
475864,815212
477576,816244
477752,821086
491860,823559
496957,827864
497555,829785
498434,830419
501354,836576
504133,838642
505930,841829
507245,848278
511559,851890
512323,859887
519194,863019
519596,865003
523586,868330
523705,872104
530650,873317
531261,874796
533943,875534
536023,879173
539951,883163
545288,885685
546171,888665
547015,894972
554809,898265
558116,898350
561429,899306
563717,899547
564766,899557
565948,902452
567419,904343
573523,908347
574048,908505
574396,909630
575903,913023
577055,913584
577140,915969
577378,917273
580977,918209
581397,920185
582174,920675
582249,921288
594356,924844
595600,925690
597088,926016
600182,929979
600664,932659
600800,933446
602453,934006
606834,934175
607669,934424
608727,935331
611969,939732
616124,939801
616625,941068
618625,942130
620229,942736
621995,943025
622839,943373
623480,945814
624507,951036
624586,951093
624616,951337
624934,951757
625919,952302
626813,953310
626914,956345
627496,956890
630865,958145
631988,959590
632872,959912
634091,960093
634417,960607
643204,960758
645647,961809
649565,962584
649825,966120
652158,966692
653778,967397
654057,969602
657453,970622
660399,972146
664857,972775
664975,973166
668748,973291
671753,974276
671937,975509
672365,975742
672622,976046
673106,976266
675055,977464
676270,977731
676459,978048
677696,978355
681704,978573
684576,979644
685958,980972
687578,983469
688615,983732
689321,988077
690213,988433
690395,989196
691368,989563
691896,989649
692120,990456
692122,990505
696144,991938
697169,993271
701671,993787
702028,996641
702439,996721
702844,996833
703252,998023
704230,1001178
709185,1002276
710265,1002405
710505,1003497
712484,1003714
712630,1004329
713513,1004433
714018,1004656
716907,1006067
719977,1006468
720064,1007400
720559,1008254
721816,1009172
723887,1011456
724652,1011483
726395,1012571
727715,1015595
728100,1017083
728712,1018006
730090,1020145
732866,1020375
735254,1023261
737469,1025905
738672,1026880
739324,1027632
741152,1029519
741763,1030938
741903,1031421
744395,1033581
747353,1033779
747399,1034243
747894,1034532
748573,1034597
748753,1035567
751998,1035821
752793,1036958
754796,1037797
755109,1038419
763165,1038988
765122,1039080
765697,1039117
775311,1039470
775943,1040542
776644,1041406
778513,1041480
780639,1043734
781985,1046360
784752,1048952
785784,1051445
787498,1052589
788511,1052777
791628,1053814
796100,1053870
801137,1056489
801289,1056576
802747,1057023
803545,1057422
805347,1058168
807234,1058851
811310,1059047
815518,1059687
819779,1061027
820703,1061072
824698,1063297
825350,1064179
827441,1065367
828982,1067102
829470,1067386
832164,1067422
832791,1067711
834470,1068085
835964,1068104
836474,1068909
836562,1069165
837175,1069365
837699,1069628
838870,1069729
838958,1070559
841430,1071822
842418,1072378
844609,1072978
845448,1074879
846258,1076262
846707,1079218
847314,1079506
847691,1080724
852552,1082049
854152,1082193
854952,1083444
857972,1083541
860955,1083896
861938,1084428
863615,1085113
866322,1085418
868468,1087114
870686,1088170
870779,1089797
871336,1091370
872144,1092106
873545,1093824
875158,1094126
876169,1094864
877404,1095177
882175,1095974
882718,1096486
884079,1098157
884781,1099402
885755,1099431
886205,1099844
886538,1100376
886736,1102639
887096,1103292
892550,1103870
892854,1104482
894537,1104881
895294,1105134
898177,1106572
898590,1107188
905861,1110085
906646,1110496
909267,1112057
909854,1113828
910463,1115177
911990,1115402
913211,1118494
913853,1118580
914101,1118585
915949,1121529
919962,1121739
921265,1121948
922360,1121972
923783,1123566
925017,1123803
925583,1124435
926878,1125946
927253,1126991
927436,1127160
927498,1127225
929208,1128076
929419,1129282
930161,1131014
930241,1131617
930761,1132306
932420,1132457
933703,1132687
937727,1132701
938390,1134291
940014,1134899
943495,1136092
944390,1137931
944865,1139220
944888,1140959
945968,1142044
946243,1142629
947393,1143330
947778,1143778
947992,1145127
952547,1146780
952933,1148207
954452,1148870
954594,1149016
955489,1149973
955681,1150357
957348,1150759
957378,1154432
957525,1154456
960137,1154780
961131,1156181
968389,1156786
968860,1157828
969399,1158183
969521,1159226
971104,1160829
971859,1161305
972533,1161739
972650,1161872
975566,1162061
976892,1162303
978808,1164038
979646,1164268
980830,1164558
981886,1165688
983039,1166805
984437,1167009
985656,1167968
985803,1169856
985808,1171015
988644,1171470
989355,1171677
991349,1172722
992275,1173825
994538,1175107
997317,1175624
1003525,1176392
1004201,1177031
1004583,1179383
1005096,1180671
1005809,1181935
1007054,1185095
1007333,1185459
1009034,1191954
1010279,1192217
1011451,1193077
1011527,1194111
1012912,1195365
1013126,1196182
1013253,1196950
1013632,1198327
1017642,1199264
1018502,1202183
1019074,1202860
1021376,1203967
1023751,1204723
1026544,1206675
1027019,1206713
1030711,1209873
1030898,1210126
1031295,1210651
1032125,1213302
1033328,1213954
1033605,1215432
1034671,1215783
1036109,1217379
1036465,1218511
1038638,1219621
1041762,1221732
1045508,1225597
1046937,1225867
1049267,1228077
1049904,1228414
1052977,1230249
1054625,1230389
1056177,1230628
1057851,1230831
1060114,1230956
1061468,1231906
1061641,1233722
1063716,1234613
1067149,1234689
1070888,1235098
1071094,1235135
1073006,1236068
1074159,1238988
1074200,1239738
1074377,1241897
1076852,1242090
1076963,1242610
1079223,1242661
1079533,1243288
1079748,1243967
1080323,1244291
1080425,1244964
1080877,1245050
1081409,1245179
1081482,1249620
1083853,1250068
1084254,1251004
1086290,1251133
1087301,1251238
1094342,1252070
1095227,1252482
1095332,1254448
1097550,1258126
1099083,1258214
1099313,1258499
1103696,1258854
1107528,1259158
1108955,1260861
1109297,1262640
1111306,1264330
1113576,1264979
1113702,1265250
1115942,1265297
1116613,1267156
1119156,1268648
1121420,1268875
1125028,1270241
1125629,1273276
1125792,1273760
1136563,1274520
1136781,1275220
1141343,1275325
1142768,1277356
1144075,1278089
1147461,1278350
1150618,1278442
1151392,1279317
1152461,1283538
1153540,1285538
1153687,1286598
1153724,1289089
1154619,1290772
1156459,1292144
1157490,1292322
1157519,1292494
1157781,1294488
1157923,1296762
1158229,1297903
1160048,1299402
1160257,1302007
1160778,1302508
1161956,1303204
1167912,1305283
1168909,1305671
1169327,1306426
1169926,1308538
1171323,1308943
1171525,1309072
1173250,1309863
1174364,1310338
1174841,1311478
1176079,1311977
1176116,1312048
1176283,1312077
1177596,1312169
1180302,1312850
1182473,1313622
1184540,1315724
1184573,1315756
1185485,1317724
1187860,1317815
1189224,1320450
1190073,1323017
1190354,1324346
1191893,1324604
1193150,1324936
1193836,1325417
1195931,1327179
1196127,1327232
1197062,1327260
1197851,1329109
1200863,1329488
1201037,1330533
1202900,1331996
1204935,1336936
1206380,1337089
1209579,1338110
1210194,1338475
1213236,1339095
1213327,1339424
1213579,1340208
1214700,1340836
1216223,1344076
1220106,1346036
1223136,1346503
1223634,1347066
1224153,1348590
1228169,1348888
1228476,1349189
1229108,1350860
1232382,1351544
1232453,1351784
1235258,1352148
1235848,1352593
1236887,1355481
1241458,1355775
1248321,1355782
1248664,1355833
1249662,1355970
1250835,1356467
1251076,1357398
1253102,1357507
1254399,1358745
1260164,1360342
1265943,1360580
1266996,1360591
1268984,1363997
1269274,1364452
1269789,1365125
1270052,1366787
1270236,1367276
1270640,1367399
1271163,1368392
1273063,1369220
1273267,1371573
1276572,1371685
1278487,1371699
1279110,1375023
1279531,1375227
1280324,1375327
1284130,1376570
1287441,1376903
1288897,1376929
1293220,1377983
1294265,1378441
1296351,1380751
1297537,1381122
1301591,1381169
1301707,1384615
1304402,1384929
1309950,1385411
1309960,1385610
1312308,1386502
1315118,1387296
1315322,1387625
1315543,1390753
1317733,1390783
1322674,1392651
1323250,1394193
1325278,1394509
1326266,1396522
1327367,1396746
1328540,1399496
1328757,1399706
1329004,1400427
1330027,1400664
1330193,1401315
1332836,1402534
1336118,1402690
1336206,1403451
1337547,1405570
1339404,1406583
1344654,1408003
1345797,1409507
1346666,1409786
1347640,1410127
1351578,1411422
1353582,1411498
1353732,1412065
1354490,1414001
1357043,1414990
1358021,1415068
1359676,1416762
1360315,1417006
1360907,1417669
1361425,1418147
1364819,1418797
1370086,1419153
1372489,1419403
1377645,1420512
1380212,1420793
1380669,1422558
1381219,1423787
1381453,1423929
1381635,1424335
1383478,1424457
1383599,1425993
1385756,1426345
1387614,1428785
1388634,1429594
1392368,1429793
1394024,1431659
1402053,1432256
1404636,1432598
1409994,1433740
1410451,1435164
1417178,1435321
1417877,1436089
1417993,1437258
1420723,1437588
1421645,1442046
1421990,1443610
1422577,1443813
1422845,1444017
1423839,1444656
1424425,1447011
1424812,1447146
1426135,1450010
1431072,1451065
1433844,1451774
1435947,1456418
1436545,1457519
1437030,1458561
1437747,1458996
1438337,1460024
1440289,1461068
1446668,1461404
1454519,1462043
1454764,1463575
1454991,1463795
1457627,1464727
1459156,1464749
1459756,1465516
1462611,1468792
1463192,1470004
1463446,1473403
1463773,1475844
1463881,1476797
1464023,1479868
1468076,1480100
1470403,1480236
1471803,1483133
1474210,1483973
1485185,1484759
1488754,1485452
1490064,1485994
1491519,1486402
1492545,1489748
1493003,1490351
1493760,1491167
1499921,1492226
1506123,1492301
1508603,1493011
1508931,1493625
1509131,1493684
1513772,1494105
1514390,1496923
1516445,1499914
1520505,1500124
1523843,1504178
1527128,1504834
1528394,1505368
1533146,1505918
1534941,1506478
1537812,1507704
1538684,1507943
1539383,1507989
1541023,1509890
1544565,1510578
1550343,1510666
1552797,1513105
1553112,1513141
1553887,1513407
1555966,1513489
1560558,1516792
1565415,1518895
1576065,1520089
1576237,1520756
1578782,1521725
1583264,1522591
1584734,1523422
1587027,1526710
1587147,1526949
1593568,1526955
1596531,1527609
1602534,1530359
1603037,1531083
1605428,1532259
1607378,1535895
1609928,1538683
1611099,1538807
1612385,1540167
1612763,1546668
1614653,1548260
1615824,1548696
1618843,1548904
1623175,1549874
1625763,1551196
1626480,1551328
1627511,1554015
1634223,1554101
1635354,1554716
1637617,1557340
1639543,1558731
1641018,1558982
1641229,1559985
1644396,1560310
1647119,1560852
1647810,1562318
1649522,1564161
1655532,1568614
1659045,1570701
1659427,1571376
1660742,1572016
1665586,1572430
1666280,1573780
1669347,1575562
1675281,1576149
1677340,1576823
1681414,1578825
1681878,1580033
1684940,1585153
1688193,1585331
1688507,1586509
1690863,1589512
1691036,1589845
1693242,1589866
1700875,1589971
1702156,1591977
1702939,1596106
1705017,1599753
1708014,1600817
1712100,1601108
1715178,1601297
1717848,1602910
1717886,1603750
1722394,1604453
1729067,1605588
1729193,1606133
1730831,1607559
1733350,1608546
1739869,1612450
1741484,1612668
1741735,1613207
1742423,1613525
1747364,1623010
1748395,1624065
1750915,1626550
1751207,1626660
1752541,1629098
1758474,1631275
1767719,1634005
1770409,1635864
1772176,1637213
1774306,1640155
1775512,1640544
1775766,1641050
1777677,1641210
1778152,1642266
1781031,1642433
1781684,1643944
1785023,1644120
1786368,1644871
1787295,1645139
1790192,1649474
1791370,1650654
1793134,1651863
1794989,1653827
1798229,1653863
1802681,1655351
1805427,1655690
1809258,1656169
1810786,1657769
1812989,1659383
1816694,1661012
1817976,1661296
1819938,1661678
1820143,1664577
1826994,1665822
1833114,1668037
1833560,1675487
1834668,1675878
1838964,1676469
1839746,1677866
1855531,1679766
1857827,1681196
1861353,1683439
1862102,1683695
1863433,1685396
1864243,1690504
1867681,1691617
1870836,1697539
1873816,1697611
1874370,1697641
1877491,1706644
1880865,1706837
1881849,1708369
1891906,1711582
1892855,1711924
1896699,1716820
1900062,1719781
1906048,1721576
1913855,1725103
1915061,1731048
1917224,1731129
1919510,1733964
1926483,1736201
1930770,1737066
1935466,1739240
1937143,1745068
1942404,1746039
1943426,1746888
1948152,1747048
1948477,1748116
1949344,1749728
1963484,1756445
1965679,1757935
1966945,1759274
1970100,1765118
1970822,1765832
1972114,1767539
1975100,1767765
1982596,1770767
1986909,1774428
1992346,1776477
1994479,1777300
2008597,1778145
2010174,1784270
2011601,1785513
2011674,1789245
2012192,1792011
2014048,1793194
2015665,1794038
2023212,1794911
2026323,1795476
2031421,1796190
2037995,1798267
2043207,1798590
2043243,1804704
2047009,1805045
2049087,1806100
2055831,1812381
2063606,1817980
2069523,1818831
2073973,1822187
2075605,1822889
2075870,1824561
2077141,1829035
2078968,1830756
2079959,1832016
2083468,1833136
2085106,1834823
2092614,1837901
2096205,1838707
2098492,1841140
2109184,1841961
2117212,1846435
2118303,1848398
2131330,1851524
2135974,1852036
2136530,1853782
2136836,1856968
2138391,1860755
2139129,1863143
2143460,1863350
2154517,1863409
2164220,1864827
2167556,1870791
2167853,1873459
2171439,1874684
2171875,1875679
2183244,1881491
2187615,1891517
2202057,1897566
2203355,1907261
2213617,1910936
2222110,1911223
2224266,1911399
2226241,1914647
2236838,1919091
2246050,1920503
2250132,1925459
2250748,1935070
2262256,1935565
2267405,1939141
2267824,1939200
2277013,1941633
2277429,1945542
2278859,1948429
2283720,1950064
2286265,1955539
2290636,1962469
2291891,1966012
2304161,1968043
2307627,1972750
2307718,1974892
2308129,1977495
2311915,1986227
2312333,1990855
2314776,1990857
2315551,1995728
2316331,1999733
2333555,2003516
2333888,2010966
2336626,2012786
2341621,2013641
2356154,2021029
2356602,2030600
2356850,2037371
2367132,2040245
2375234,2041626
2376667,2042408
2382894,2051612
2389538,2058596
2395189,2066865
2399165,2069695
2409111,2074743
2409347,2079272
2415218,2079607
2436061,2083141
2446917,2086841
2463696,2096183
2465579,2101193
2481662,2102455
2481852,2102997
2483556,2118225
2486491,2119681
2487325,2124880
2497613,2125880
2504429,2128637
2508033,2137450
2508171,2152986
2511510,2167123
2521217,2168985
2524571,2180231
2544743,2181093
2592606,2202567
2603656,2202705
2615085,2204188
2626816,2204198
2638294,2217861
2643093,2221990
2668032,2223747
2672365,2229846
2685263,2229980
2696471,2233078
2706899,2236274
2725418,2244630
2738065,2256487
2740827,2256690
2756698,2256727
2756983,2271868
2770136,2279243
2792101,2285419
2798264,2286797
2799672,2287151
2813800,2296311
2820065,2299274
2847599,2310497
2849272,2319574
2889000,2331301
2898528,2339382
2940828,2363875
2946913,2383957
2951957,2389790
2976162,2413610
2986112,2436446
2990726,2464377
2999174,2471111
3007115,2477286
3035983,2486574
3100262,2487252
3105005,2504866
3109627,2513963
3111662,2534585
3113789,2552886
3121129,2558734
3152769,2588108
3165932,2603462
3166588,2606088
3206947,2696210
3217432,2704158
3223755,2720622
3285672,2744968
3292369,2746873
3360764,2815813
3369558,2822248
3412336,2834263
3459831,2847735
3507981,2876683
3520351,2881959
3593133,2895910
3593459,2987988
3613182,2990029
3639601,3001349
3644771,3013618
3657573,3029506
3751047,3111981
3802790,3114678
3855146,3122918
3856516,3130950
3889807,3139379
3947474,3149482
3961294,3212773
4011096,3232291
4024043,3243092
4080544,3347271
4106568,3373936
4139218,3408711
4148061,3439049
4158598,3448923
4178327,3455398
4254042,3556984
4586273,3650272
4682461,3738887
4689622,3997591
4779310,4405273
4928893,4529429
4995684,5006958
5166625,5271768
5528938,5308531
5945542,5578793
6866551,5746657
8000424,6279650
8578904,10576549
9773651,11711366
